interaction_id,message_id,customer_id,interaction_ts,action_type,device_type,landing_page_domain
I920206,M721293,C100195,2025-12-07 00:34:28,opened,mobile,
I920207,M721299,C100928,2025-10-29 07:14:49,opened,mobile,legit_shophub.com
I920208,M721300,C100788,2025-11-14 06:03:55,opened,both,
I920209,M721301,C100441,2025-12-12 02:22:26,opened,both,
I920210,M721301,C100441,2025-12-12 02:25:26,reported_as_phish,mobile,
I920211,M721302,C100972,2025-11-03 17:23:20,opened,mobile,
I920212,M721304,C100268,2025-12-05 23:19:22,opened,mobile,
I920213,M721304,C100268,2025-12-05 23:21:22,reported_as_phish,mobile,
I920214,M721305,C100527,2025-12-12 22:19:35,opened,web,legit_shophub.com
I920215,M721306,C100701,2025-12-07 23:16:52,ignored,both,
I920216,M721309,C100356,2025-11-22 02:18:51,ignored,both,
I920217,M721310,C100237,2025-11-30 19:30:01,ignored,mobile,
I920218,M721311,C100347,2025-11-11 07:20:34,opened,web,
I920219,M721311,C100347,2025-11-11 07:23:34,clicked_link,web,spoof-shophub-login.com
I920220,M721312,C100838,2025-11-15 10:33:28,ignored,mobile,
I920221,M721313,C100862,2025-10-26 17:09:36,opened,both,
I920222,M721314,C100484,2025-12-06 23:58:54,reported_as_phish,web,
I920223,M721317,C100926,2025-12-15 11:53:05,opened,web,
I920224,M721317,C100926,2025-12-15 11:56:05,clicked_link,mobile,support-shophub-check.com
I920225,M721320,C100571,2025-11-26 11:27:54,opened,both,
I920226,M721320,C100571,2025-11-26 11:33:54,clicked_link,web,spoof-shophub-login.com
I920227,M721320,C100571,2025-11-26 11:35:54,entered_credentials,mobile,shophub-secure-verify.net
I920228,M721321,C100289,2025-11-08 20:32:56,ignored,web,
I920229,M721322,C100847,2025-11-04 17:44:03,ignored,mobile,
I920230,M721323,C100395,2025-11-23 15:01:38,ignored,web,
I920231,M721324,C100482,2025-11-26 04:08:14,opened,both,
I920232,M721324,C100482,2025-11-26 04:10:14,clicked_link,both,shophub-secure-verify.net
I920233,M721325,C100510,2025-10-20 18:39:38,ignored,web,
I920234,M721326,C100127,2025-12-13 12:20:20,ignored,web,
I920235,M721327,C100801,2025-10-26 18:55:35,ignored,mobile,
I920236,M721328,C100002,2025-11-30 05:19:05,opened,both,legit_shophub.com
I920237,M721331,C100362,2025-12-12 21:56:45,opened,both,
I920238,M721332,C100755,2025-11-27 19:53:06,opened,web,
I920239,M721333,C100083,2025-11-03 13:26:01,opened,both,
I920240,M721335,C100985,2025-10-28 21:30:16,ignored,mobile,
I920241,M721336,C100950,2025-11-15 00:20:16,ignored,mobile,
I920242,M721337,C100845,2025-11-27 10:33:15,opened,mobile,
I920243,M721338,C100986,2025-10-23 23:34:06,opened,mobile,
I920244,M721339,C100427,2025-10-29 12:11:41,opened,mobile,legit_shophub.com
I920245,M721340,C100745,2025-10-25 02:57:31,opened,web,
I920246,M721341,C100973,2025-12-01 01:31:24,opened,web,
I920247,M721342,C100337,2025-10-21 00:18:02,opened,both,
I920248,M721342,C100337,2025-10-21 00:20:02,clicked_link,mobile,spoof-shophub-login.com
I920249,M721343,C100593,2025-12-10 12:33:22,opened,mobile,
I920250,M721343,C100593,2025-12-10 12:35:22,clicked_link,mobile,spoof-shophub-login.com
I920251,M721344,C100853,2025-11-17 10:40:07,opened,mobile,
I920252,M721345,C100333,2025-10-17 07:05:33,opened,mobile,
I920253,M721346,C100517,2025-11-24 11:57:58,ignored,mobile,
I920254,M721347,C100193,2025-12-10 22:35:16,ignored,mobile,
I920255,M721348,C100979,2025-11-26 14:58:32,opened,web,
I920256,M721348,C100979,2025-11-26 15:03:32,clicked_link,both,shophub-secure-verify.net
I920257,M721349,C100659,2025-11-21 00:35:27,ignored,mobile,
I920258,M721350,C100590,2025-10-23 20:34:43,reported_as_phish,both,
I920259,M721351,C100836,2025-11-05 00:31:29,opened,mobile,
I920260,M721353,C100457,2025-12-09 04:22:59,opened,web,
I920261,M721355,C100348,2025-12-15 18:26:35,opened,mobile,legit_shophub.com
I920262,M721357,C100740,2025-11-01 15:42:12,opened,mobile,
I920263,M721357,C100740,2025-11-01 15:42:12,reported_as_phish,web,
I920264,M721358,C100215,2025-12-12 06:14:03,ignored,web,
I920265,M721359,C100028,2025-11-17 01:56:13,opened,mobile,
I920266,M721360,C100422,2025-11-28 20:23:27,opened,mobile,
I920267,M721361,C100809,2025-12-15 01:25:04,opened,mobile,
I920268,M721361,C100809,2025-12-15 01:30:04,reported_as_phish,mobile,
I920269,M721362,C100464,2025-12-11 10:22:08,opened,mobile,
I920270,M721364,C100702,2025-12-11 06:28:30,opened,web,
I920271,M721365,C100283,2025-12-12 05:12:16,opened,mobile,
I920272,M721366,C100370,2025-11-26 18:58:34,opened,mobile,
I920273,M721367,C100036,2025-12-04 12:24:07,reported_as_phish,web,
I920274,M721368,C100511,2025-11-24 13:15:29,opened,mobile,
I920275,M721369,C100599,2025-11-25 16:22:28,opened,mobile,
I920276,M721370,C100478,2025-10-20 07:49:03,opened,mobile,
I920277,M721371,C100162,2025-10-22 08:15:56,ignored,mobile,
I920278,M721373,C100269,2025-12-11 02:24:07,opened,web,
I920279,M721375,C100823,2025-11-17 07:12:33,opened,mobile,
I920280,M721375,C100823,2025-11-17 07:17:33,clicked_link,both,shophub-secure-verify.net
I920281,M721377,C100222,2025-11-04 04:04:16,opened,mobile,
I920282,M721378,C100138,2025-11-08 22:51:22,opened,mobile,
I920283,M721380,C100001,2025-11-10 15:14:57,ignored,both,
I920284,M721381,C100538,2025-12-07 10:45:43,opened,mobile,
I920285,M721382,C100311,2025-11-07 17:51:22,ignored,mobile,
I920286,M721383,C100575,2025-11-27 18:36:26,opened,mobile,
I920287,M721384,C100579,2025-11-06 02:52:08,opened,mobile,
I920288,M721385,C100808,2025-10-21 16:57:23,opened,web,
I920289,M721387,C100367,2025-10-28 07:11:10,ignored,web,
I920290,M721388,C100454,2025-10-17 20:08:27,opened,web,
I920291,M721388,C100454,2025-10-17 20:11:27,reported_as_phish,both,
I920292,M721389,C100011,2025-12-12 06:26:35,opened,mobile,
I920293,M721390,C100824,2025-12-11 12:07:29,opened,web,
I920294,M721392,C100535,2025-11-01 17:13:14,opened,mobile,
I920295,M721393,C100132,2025-11-15 06:07:26,opened,both,
I920296,M721394,C100541,2025-11-23 06:37:32,opened,mobile,
I920297,M721395,C100316,2025-10-15 07:01:14,ignored,mobile,
I920298,M721396,C100623,2025-11-24 02:36:11,ignored,mobile,
I920299,M721397,C100758,2025-10-16 05:53:34,ignored,mobile,
I920300,M721398,C100966,2025-12-06 14:54:51,opened,web,
I920301,M721399,C100819,2025-10-31 01:26:30,opened,web,legit_shophub.com
I920302,M721400,C100952,2025-11-28 15:56:59,reported_as_phish,mobile,
I920303,M721401,C100196,2025-11-08 13:54:26,opened,web,legit_shophub.com
I920304,M721403,C100853,2025-11-26 03:23:49,opened,mobile,
I920305,M721403,C100853,2025-11-26 03:24:49,clicked_link,both,support-shophub-check.com
I920306,M721404,C100559,2025-10-31 03:08:28,opened,both,
I920307,M721406,C100322,2025-11-02 06:59:13,ignored,web,
I920308,M721407,C100951,2025-11-24 13:04:49,opened,web,legit_shophub.com
I920309,M721408,C100253,2025-11-24 15:14:13,opened,mobile,legit_shophub.com
I920310,M721409,C100506,2025-11-05 18:19:23,opened,mobile,
I920311,M721411,C100675,2025-11-15 07:16:57,ignored,mobile,
I920312,M721412,C100152,2025-12-15 08:01:04,ignored,web,
I920313,M721413,C100765,2025-10-19 00:02:45,opened,mobile,
I920314,M721414,C100125,2025-10-19 14:07:11,opened,web,
I920315,M721415,C100195,2025-12-05 23:46:49,opened,web,
I920316,M721416,C100412,2025-11-09 03:45:27,ignored,mobile,
I920317,M721418,C100472,2025-10-17 10:20:15,ignored,mobile,
I920318,M721419,C100566,2025-11-06 11:43:24,opened,web,
I920319,M721419,C100566,2025-11-06 11:46:24,reported_as_phish,mobile,
I920320,M721420,C100233,2025-12-14 15:24:09,opened,mobile,
I920321,M721420,C100233,2025-12-14 15:29:09,clicked_link,mobile,spoof-shophub-login.com
I920322,M721421,C100782,2025-11-04 10:22:03,opened,mobile,
I920323,M721422,C100877,2025-10-18 02:34:55,opened,both,
I920324,M721424,C100376,2025-12-12 22:13:43,ignored,web,
I920325,M721425,C100743,2025-10-19 17:58:31,opened,web,
I920326,M721426,C100010,2025-11-24 23:03:23,opened,web,
I920327,M721426,C100010,2025-11-24 23:05:23,clicked_link,both,shophub-secure-verify.net
I920328,M721427,C100413,2025-10-22 03:14:05,ignored,mobile,
I920329,M721428,C100526,2025-11-05 07:08:08,opened,mobile,
I920330,M721428,C100526,2025-11-05 07:11:08,reported_as_phish,mobile,
I920331,M721429,C100492,2025-11-27 20:37:41,opened,both,
I920332,M721430,C100834,2025-11-26 23:13:42,opened,both,
I920333,M721432,C100511,2025-11-28 10:05:52,opened,mobile,
I920334,M721433,C100847,2025-11-02 16:47:45,opened,mobile,
I920335,M721435,C100031,2025-10-15 09:34:55,opened,web,
I920336,M721436,C100067,2025-12-02 13:11:13,opened,mobile,
I920337,M721436,C100067,2025-12-02 13:14:13,reported_as_phish,web,
I920338,M721437,C100630,2025-10-26 02:05:10,ignored,mobile,
I920339,M721440,C100071,2025-11-19 08:58:24,opened,mobile,
I920340,M721440,C100071,2025-11-19 09:00:24,reported_as_phish,mobile,
I920341,M721442,C100678,2025-10-17 23:10:10,opened,mobile,
I920342,M721443,C100347,2025-10-29 07:55:47,opened,web,
I920343,M721444,C100303,2025-11-25 14:05:49,opened,mobile,
I920344,M721445,C100023,2025-12-14 22:53:30,opened,mobile,
I920345,M721445,C100023,2025-12-14 22:59:30,clicked_link,mobile,shophub-secure-verify.net
I920346,M721446,C100923,2025-12-03 16:41:08,opened,mobile,
I920347,M721447,C100550,2025-11-25 19:50:06,opened,web,
I920348,M721448,C100681,2025-12-08 18:27:57,ignored,mobile,
I920349,M721450,C100047,2025-12-13 12:08:57,ignored,both,
I920350,M721451,C100182,2025-10-21 10:38:30,opened,mobile,
I920351,M721453,C100960,2025-10-15 11:03:34,opened,web,
I920352,M721454,C100476,2025-11-08 22:42:54,ignored,mobile,
I920353,M721455,C100303,2025-11-28 02:19:18,opened,mobile,
I920354,M721456,C100450,2025-10-27 22:02:53,opened,web,
I920355,M721457,C100757,2025-12-10 15:51:48,opened,mobile,
I920356,M721458,C100038,2025-12-11 18:12:43,opened,both,
I920357,M721459,C100920,2025-11-17 08:15:40,opened,web,
I920358,M721459,C100920,2025-11-17 08:18:40,reported_as_phish,both,
I920359,M721460,C100057,2025-11-22 03:37:31,opened,mobile,
I920360,M721461,C100791,2025-12-11 00:25:28,ignored,both,
I920361,M721462,C100515,2025-11-26 03:57:52,opened,web,
I920362,M721462,C100515,2025-11-26 04:01:52,reported_as_phish,mobile,
I920363,M721463,C100517,2025-10-24 05:06:46,opened,web,legit_shophub.com
I920364,M721464,C100858,2025-12-04 06:44:55,ignored,both,
I920365,M721465,C100692,2025-11-24 16:06:04,reported_as_phish,web,
I920366,M721466,C100898,2025-12-07 15:53:36,opened,both,
I920367,M721467,C100318,2025-11-23 23:09:37,reported_as_phish,both,
I920368,M721468,C100729,2025-11-23 15:43:35,opened,mobile,
I920369,M721469,C100352,2025-12-01 04:33:33,ignored,both,
I920370,M721470,C100511,2025-11-29 02:56:32,ignored,mobile,
I920371,M721471,C100637,2025-11-30 06:21:40,opened,mobile,legit_shophub.com
I920372,M721472,C100185,2025-11-27 17:28:18,opened,web,
I920373,M721472,C100185,2025-11-27 17:30:18,reported_as_phish,mobile,
I920374,M721473,C100501,2025-11-04 19:57:35,opened,mobile,
I920375,M721474,C100136,2025-11-13 22:55:17,opened,mobile,
I920376,M721476,C100584,2025-11-28 20:05:00,opened,both,
I920377,M721476,C100584,2025-11-28 20:08:00,clicked_link,both,spoof-shophub-login.com
I920378,M721479,C100700,2025-11-27 11:10:36,ignored,mobile,
I920379,M721481,C100069,2025-12-15 16:11:48,ignored,web,
I920380,M721482,C100339,2025-11-17 18:01:10,opened,mobile,
I920381,M721482,C100339,2025-11-17 18:04:10,reported_as_phish,web,
I920382,M721483,C100360,2025-11-20 19:51:24,opened,mobile,
I920383,M721484,C100679,2025-11-23 19:15:12,opened,both,
I920384,M721484,C100679,2025-11-23 19:19:12,clicked_link,both,support-shophub-check.com
I920385,M721485,C100525,2025-11-04 07:07:03,opened,mobile,legit_shophub.com
I920386,M721487,C100605,2025-11-05 03:25:51,opened,both,
I920387,M721488,C100131,2025-11-21 09:11:07,ignored,web,
I920388,M721489,C100134,2025-11-12 09:58:57,opened,mobile,
I920389,M721490,C100298,2025-12-12 08:01:16,opened,mobile,
I920390,M721490,C100298,2025-12-12 08:04:16,clicked_link,both,shophub-secure-verify.net
I920391,M721492,C100507,2025-10-26 06:41:29,opened,mobile,
I920392,M721492,C100507,2025-10-26 06:44:29,reported_as_phish,mobile,
I920393,M721493,C100858,2025-11-26 09:01:01,opened,web,
I920394,M721494,C100292,2025-11-18 23:29:34,opened,web,
I920395,M721494,C100292,2025-11-18 23:34:34,clicked_link,mobile,spoof-shophub-login.com
I920396,M721496,C100184,2025-10-27 14:53:27,opened,both,
I920397,M721496,C100184,2025-10-27 14:55:27,clicked_link,both,shophub-secure-verify.net
I920398,M721497,C100839,2025-10-15 21:25:56,opened,mobile,legit_shophub.com
I920399,M721498,C100270,2025-11-25 05:42:51,opened,both,
I920400,M721499,C100847,2025-11-02 15:00:30,opened,both,
I920401,M721500,C100382,2025-11-30 08:52:40,opened,mobile,
I920402,M721501,C100640,2025-10-29 10:49:02,reported_as_phish,mobile,
I920403,M721502,C100582,2025-10-28 14:09:11,opened,mobile,
I920404,M721503,C100996,2025-12-07 20:40:53,ignored,both,
I920405,M721504,C100149,2025-10-30 23:59:03,opened,mobile,
I920406,M721505,C100863,2025-11-20 15:32:43,opened,web,
I920407,M721507,C100124,2025-10-17 22:18:59,reported_as_phish,mobile,
I920408,M721509,C100538,2025-11-26 02:18:48,ignored,both,
I920409,M721510,C100381,2025-11-23 07:39:00,opened,mobile,
I920410,M721510,C100381,2025-11-23 07:44:00,clicked_link,mobile,spoof-shophub-login.com
I920411,M721511,C100943,2025-11-23 15:23:11,opened,web,
I920412,M721511,C100943,2025-11-23 15:28:11,clicked_link,web,support-shophub-check.com
I920413,M721512,C100973,2025-11-05 21:32:17,ignored,mobile,
I920414,M721514,C100387,2025-11-25 15:01:20,ignored,mobile,
I920415,M721515,C100846,2025-12-10 04:34:59,opened,both,
I920416,M721515,C100846,2025-12-10 04:38:59,clicked_link,both,support-shophub-check.com
I920417,M721517,C100710,2025-11-02 05:15:33,opened,mobile,
I920418,M721518,C100144,2025-12-10 22:41:11,opened,mobile,
I920419,M721519,C100805,2025-11-29 05:08:45,opened,mobile,
I920420,M721520,C100034,2025-12-12 05:04:52,ignored,mobile,
I920421,M721521,C100691,2025-11-27 22:18:42,opened,mobile,legit_shophub.com
I920422,M721523,C100185,2025-10-24 03:17:14,ignored,both,
I920423,M721524,C100842,2025-11-20 01:34:18,opened,web,
I920424,M721524,C100842,2025-11-20 01:36:18,clicked_link,both,support-shophub-check.com
I920425,M721524,C100842,2025-11-20 01:40:18,entered_credentials,both,spoof-shophub-login.com
I920426,M721525,C100308,2025-11-24 15:46:40,reported_as_phish,both,
I920427,M721527,C100336,2025-11-01 07:47:25,reported_as_phish,mobile,
I920428,M721528,C100493,2025-11-05 02:35:16,opened,both,
I920429,M721529,C100378,2025-12-09 19:16:38,ignored,mobile,
I920430,M721530,C100144,2025-10-19 18:21:37,opened,mobile,
I920431,M721532,C100907,2025-12-09 02:40:55,opened,web,
I920432,M721533,C100518,2025-10-23 04:51:40,opened,both,
I920433,M721535,C100485,2025-11-27 18:21:22,opened,web,
I920434,M721536,C100709,2025-12-12 02:48:15,opened,mobile,
I920435,M721536,C100709,2025-12-12 02:51:15,clicked_link,web,spoof-shophub-login.com
I920436,M721537,C100783,2025-10-29 19:28:15,opened,mobile,legit_shophub.com
I920437,M721538,C100903,2025-10-16 15:35:03,ignored,both,
I920438,M721540,C100928,2025-10-15 19:31:47,opened,mobile,
I920439,M721541,C100449,2025-11-25 18:14:07,opened,mobile,
I920440,M721541,C100449,2025-11-25 18:16:07,clicked_link,web,shophub-secure-verify.net
I920441,M721542,C100309,2025-11-08 09:14:01,ignored,mobile,
I920442,M721543,C100785,2025-11-28 05:58:04,opened,web,
I920443,M721543,C100785,2025-11-28 06:01:04,clicked_link,web,shophub-secure-verify.net
I920444,M721544,C100491,2025-10-28 00:23:03,opened,mobile,
I920445,M721544,C100491,2025-10-28 00:23:03,reported_as_phish,mobile,
I920446,M721545,C100194,2025-12-07 14:55:02,opened,web,
I920447,M721546,C100598,2025-12-08 01:58:00,opened,mobile,
I920448,M721546,C100598,2025-12-08 01:59:00,clicked_link,mobile,support-shophub-check.com
I920449,M721547,C100909,2025-11-24 13:46:04,reported_as_phish,mobile,
I920450,M721548,C100625,2025-12-06 11:37:48,opened,mobile,legit_shophub.com
I920451,M721550,C100637,2025-11-30 08:51:22,ignored,both,
I920452,M721551,C100744,2025-12-15 14:31:32,opened,web,
I920453,M721552,C100033,2025-11-24 08:23:42,opened,mobile,
I920454,M721553,C100478,2025-11-27 20:20:12,opened,web,legit_shophub.com
I920455,M721555,C100743,2025-10-23 23:40:04,opened,mobile,legit_shophub.com
I920456,M721556,C100434,2025-10-15 10:39:28,opened,mobile,
I920457,M721556,C100434,2025-10-15 10:43:28,reported_as_phish,web,
I920458,M721558,C100957,2025-11-06 04:41:38,opened,web,
I920459,M721560,C100916,2025-11-12 14:18:24,opened,both,
I920460,M721561,C100094,2025-11-28 22:25:33,ignored,web,
I920461,M721562,C100483,2025-11-16 13:59:36,ignored,mobile,
I920462,M721563,C100533,2025-11-07 07:55:17,opened,mobile,
I920463,M721564,C100535,2025-11-28 08:06:27,opened,mobile,
I920464,M721565,C100333,2025-10-29 07:20:37,ignored,mobile,
I920465,M721566,C100969,2025-10-23 11:43:17,ignored,web,
I920466,M721568,C100909,2025-11-29 19:15:11,opened,web,
I920467,M721568,C100909,2025-11-29 19:18:11,reported_as_phish,mobile,
I920468,M721569,C100790,2025-10-29 04:56:48,reported_as_phish,web,
I920469,M721571,C100589,2025-10-22 12:22:21,ignored,mobile,
I920470,M721574,C100630,2025-12-08 03:52:12,opened,mobile,
I920471,M721575,C100193,2025-10-23 23:33:47,ignored,both,
I920472,M721576,C100168,2025-12-07 00:13:52,ignored,web,
I920473,M721577,C100738,2025-11-25 22:07:51,opened,both,
I920474,M721578,C100167,2025-11-08 03:08:44,opened,web,legit_shophub.com
I920475,M721581,C100034,2025-11-08 05:05:35,opened,web,
I920476,M721582,C100777,2025-11-03 16:21:32,ignored,mobile,
I920477,M721583,C100097,2025-11-25 05:30:54,opened,mobile,legit_shophub.com
I920478,M721584,C100292,2025-11-27 21:37:22,opened,web,
I920479,M721586,C100301,2025-11-07 07:38:43,ignored,mobile,
I920480,M721587,C100255,2025-12-12 22:55:00,opened,mobile,
I920481,M721589,C100186,2025-11-27 18:09:27,opened,mobile,
I920482,M721590,C100614,2025-11-22 15:10:13,opened,web,
I920483,M721591,C100626,2025-12-07 17:26:36,opened,mobile,
I920484,M721591,C100626,2025-12-07 17:26:36,reported_as_phish,mobile,
I920485,M721592,C100716,2025-11-04 17:52:07,opened,mobile,
I920486,M721593,C100658,2025-10-27 21:54:37,opened,web,
I920487,M721593,C100658,2025-10-27 21:58:37,reported_as_phish,web,
I920488,M721594,C100080,2025-11-24 13:40:45,opened,web,
I920489,M721596,C100882,2025-11-28 17:22:16,opened,mobile,
I920490,M721597,C100797,2025-11-28 16:17:05,opened,both,
I920491,M721597,C100797,2025-11-28 16:20:05,clicked_link,mobile,support-shophub-check.com
I920492,M721597,C100797,2025-11-28 16:22:05,entered_credentials,web,shophub-secure-verify.net
I920493,M721598,C100167,2025-11-06 18:52:59,ignored,mobile,
I920494,M721599,C100615,2025-12-08 23:32:34,opened,mobile,
I920495,M721600,C100263,2025-11-04 10:19:58,ignored,mobile,
I920496,M721601,C100496,2025-11-28 00:39:15,opened,web,legit_shophub.com
I920497,M721602,C100109,2025-11-27 22:20:46,opened,web,
I920498,M721602,C100109,2025-11-27 22:22:46,clicked_link,mobile,support-shophub-check.com
I920499,M721603,C100448,2025-11-24 10:41:53,opened,both,
I920500,M721604,C100822,2025-12-01 15:49:37,opened,mobile,
I920501,M721605,C100591,2025-12-03 16:25:28,opened,mobile,
I920502,M721606,C100074,2025-11-24 02:08:49,opened,web,
I920503,M721607,C100053,2025-11-14 21:03:55,opened,mobile,
I920504,M721607,C100053,2025-11-14 21:06:55,clicked_link,both,shophub-secure-verify.net
I920505,M721608,C100144,2025-10-26 01:29:55,opened,mobile,
I920506,M721609,C100557,2025-11-29 10:50:14,opened,mobile,
I920507,M721610,C100486,2025-12-01 09:45:00,ignored,web,
I920508,M721612,C100317,2025-10-21 00:52:06,opened,both,
I920509,M721613,C100092,2025-11-03 18:33:46,opened,mobile,
I920510,M721614,C100059,2025-11-25 01:55:17,ignored,mobile,
I920511,M721615,C100216,2025-11-11 01:52:38,opened,web,
I920512,M721615,C100216,2025-11-11 01:57:38,reported_as_phish,web,
I920513,M721616,C100623,2025-11-30 06:32:23,ignored,both,
I920514,M721617,C100189,2025-12-07 17:46:19,opened,web,
I920515,M721618,C100513,2025-11-25 10:48:15,opened,mobile,
I920516,M721619,C100574,2025-11-06 23:03:31,ignored,both,
I920517,M721620,C100646,2025-11-15 12:44:14,opened,both,
I920518,M721621,C100842,2025-11-17 05:30:05,opened,web,
I920519,M721623,C100798,2025-12-09 11:27:20,ignored,web,
I920520,M721624,C100288,2025-11-05 00:59:48,opened,mobile,
I920521,M721625,C100014,2025-11-24 22:45:47,opened,web,
I920522,M721626,C100888,2025-11-27 15:06:31,opened,mobile,
I920523,M721627,C100610,2025-11-13 10:51:34,ignored,web,
I920524,M721628,C100696,2025-11-13 08:11:38,opened,mobile,
I920525,M721628,C100696,2025-11-13 08:14:38,clicked_link,both,shophub-secure-verify.net
I920526,M721629,C100946,2025-12-15 19:48:44,opened,both,
I920527,M721630,C100164,2025-12-01 00:03:48,ignored,mobile,
I920528,M721631,C100231,2025-11-28 23:39:45,opened,web,
I920529,M721632,C100468,2025-11-03 17:50:46,ignored,mobile,
I920530,M721633,C100125,2025-11-18 15:55:42,ignored,web,
I920531,M721635,C100590,2025-11-04 19:59:36,ignored,mobile,
I920532,M721636,C100286,2025-10-25 14:29:48,opened,both,
I920533,M721637,C100401,2025-11-29 07:15:23,opened,web,
I920534,M721638,C100607,2025-11-13 02:09:07,opened,mobile,
I920535,M721639,C100780,2025-11-25 20:55:06,opened,web,
I920536,M721640,C100411,2025-11-05 15:58:18,reported_as_phish,mobile,
I920537,M721641,C100038,2025-11-06 23:57:34,opened,mobile,
I920538,M721642,C100249,2025-11-25 02:11:34,opened,web,legit_shophub.com
I920539,M721643,C100101,2025-11-06 13:37:54,opened,both,
I920540,M721644,C100890,2025-11-06 01:10:52,opened,mobile,
I920541,M721645,C100570,2025-11-27 08:57:28,opened,mobile,
I920542,M721646,C100237,2025-11-23 21:58:41,opened,mobile,
I920543,M721646,C100237,2025-11-23 22:03:41,reported_as_phish,mobile,
I920544,M721647,C100174,2025-12-10 11:05:59,opened,mobile,
I920545,M721649,C100383,2025-10-29 17:45:17,opened,mobile,
I920546,M721650,C100598,2025-10-15 20:32:49,ignored,web,
I920547,M721652,C100806,2025-12-07 18:57:51,ignored,mobile,
I920548,M721653,C100991,2025-11-10 20:26:20,opened,mobile,legit_shophub.com
I920549,M721656,C100142,2025-11-05 18:01:55,opened,mobile,
I920550,M721656,C100142,2025-11-05 18:03:55,reported_as_phish,mobile,
I920551,M721657,C100430,2025-11-30 15:34:43,opened,web,
I920552,M721658,C100991,2025-10-26 13:14:53,opened,both,
I920553,M721659,C100263,2025-10-18 22:23:30,opened,mobile,
I920554,M721661,C100289,2025-11-12 13:21:07,ignored,both,
I920555,M721662,C100858,2025-10-28 13:54:23,opened,mobile,
I920556,M721662,C100858,2025-10-28 13:58:23,clicked_link,mobile,shophub-secure-verify.net
I920557,M721663,C100297,2025-11-28 18:24:09,opened,both,
I920558,M721663,C100297,2025-11-28 18:29:09,clicked_link,mobile,shophub-secure-verify.net
I920559,M721664,C100751,2025-11-27 19:12:03,opened,mobile,
I920560,M721664,C100751,2025-11-27 19:13:03,clicked_link,web,shophub-secure-verify.net
I920561,M721665,C100143,2025-10-31 07:56:25,ignored,both,
I920562,M721666,C100543,2025-10-25 12:25:00,opened,both,
I920563,M721668,C100459,2025-11-07 05:13:24,ignored,mobile,
I920564,M721669,C100213,2025-11-11 00:23:52,opened,web,
I920565,M721670,C100318,2025-11-08 02:36:52,opened,web,
I920566,M721671,C100591,2025-11-30 07:12:01,opened,mobile,
I920567,M721671,C100591,2025-11-30 07:12:01,reported_as_phish,web,
I920568,M721672,C100196,2025-10-26 20:49:38,ignored,both,
I920569,M721673,C100478,2025-11-27 19:07:34,opened,both,
I920570,M721674,C100312,2025-11-01 13:17:01,ignored,web,
I920571,M721675,C100699,2025-11-29 14:24:01,opened,both,
I920572,M721677,C100920,2025-11-18 15:19:21,opened,web,
I920573,M721678,C100620,2025-11-15 20:37:48,reported_as_phish,mobile,
I920574,M721681,C100833,2025-12-04 04:14:43,reported_as_phish,mobile,
I920575,M721682,C100420,2025-11-09 08:53:39,opened,mobile,
I920576,M721684,C100136,2025-10-25 03:24:07,opened,mobile,
I920577,M721685,C100442,2025-11-11 09:21:03,opened,web,
I920578,M721686,C100108,2025-11-03 11:42:44,opened,mobile,
I920579,M721687,C100468,2025-11-26 15:14:12,opened,both,
I920580,M721688,C100358,2025-11-09 17:27:32,opened,web,legit_shophub.com
I920581,M721689,C100009,2025-11-19 09:01:04,opened,mobile,
I920582,M721690,C100485,2025-11-28 18:35:04,opened,web,
I920583,M721692,C100563,2025-11-21 20:53:13,opened,mobile,
I920584,M721692,C100563,2025-11-21 20:57:13,reported_as_phish,mobile,
I920585,M721693,C100996,2025-12-12 13:21:06,ignored,mobile,
I920586,M721694,C100744,2025-12-13 08:21:34,opened,web,
I920587,M721694,C100744,2025-12-13 08:25:34,reported_as_phish,both,
I920588,M721695,C100063,2025-11-10 01:47:15,ignored,both,
I920589,M721696,C100350,2025-12-09 10:24:19,ignored,mobile,
I920590,M721697,C100912,2025-11-23 18:46:05,opened,web,
I920591,M721698,C100685,2025-11-15 02:17:22,reported_as_phish,web,
I920592,M721699,C100557,2025-11-04 12:24:16,opened,both,
I920593,M721700,C100128,2025-10-23 15:49:47,opened,mobile,
I920594,M721702,C100309,2025-12-06 09:29:31,opened,web,
I920595,M721703,C100129,2025-12-14 20:07:09,opened,both,
I920596,M721704,C100095,2025-11-28 12:27:06,reported_as_phish,both,
I920597,M721705,C100304,2025-12-12 11:21:31,ignored,mobile,
I920598,M721707,C100920,2025-10-29 03:35:49,opened,web,
I920599,M721708,C100999,2025-11-30 11:24:40,ignored,web,
I920600,M721709,C100020,2025-10-27 03:35:07,opened,web,
I920601,M721710,C100971,2025-12-10 21:00:08,opened,web,
I920602,M721711,C100009,2025-11-05 14:49:05,opened,mobile,
I920603,M721712,C100416,2025-11-23 09:39:53,opened,web,
I920604,M721712,C100416,2025-11-23 09:42:53,clicked_link,mobile,support-shophub-check.com
I920605,M721713,C100721,2025-12-12 12:07:04,opened,mobile,
I920606,M721713,C100721,2025-12-12 12:07:04,reported_as_phish,mobile,
I920607,M721714,C100182,2025-10-30 01:07:13,opened,web,
I920608,M721715,C100186,2025-11-28 02:48:14,opened,mobile,
I920609,M721715,C100186,2025-11-28 02:52:14,reported_as_phish,mobile,
I920610,M721716,C100152,2025-12-01 07:47:07,opened,mobile,legit_shophub.com
