customer_id,country,device_type,is_prime_member,lifetime_orders,risk_segment,phish_messages,has_phishing_history,interactions_clicked_link,interactions_entered_credentials,interactions_ignored,interactions_opened,interactions_reported_as_phish,suspicious_login_events,suspicious_logins_after_phish,orders_total_value,orders_avg_value,orders_cnt,fraud_orders_after_phish,incident_count,risk_score_raw,risk_score,risk_bucket
C100567,US,both,True,65,high,18,True,2,0,4,14,2,0.0,0.0,89.99,89.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100568,US,web,True,29,medium,23,True,3,1,5,14,3,0.0,0.0,328.95000000000005,65.79,5,0.0,0.0,16.0,40.20100502512563,high
C100569,US,mobile,True,55,medium,26,True,6,1,4,18,4,0.0,0.0,252.94000000000003,42.15666666666667,6,0.0,1.0,22.6,56.78391959798996,high
C100570,DE,web,False,4,low,20,True,2,1,4,14,2,0.0,0.0,24.99,24.99,1,0.0,0.0,14.1,35.42713567839196,medium
C100571,US,web,True,29,medium,15,True,5,1,1,12,1,1.0,1.0,1528.97,382.2425,4,2.0,3.0,35.4,88.94472361809046,critical
C100572,US,web,True,22,medium,24,True,5,0,5,19,3,0.0,0.0,534.9300000000001,76.41857142857144,7,0.0,0.0,12.7,31.90954773869347,medium
C100573,UK,mobile,False,15,low,22,True,4,0,5,15,1,0.0,0.0,9.99,9.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100574,AU,both,False,17,low,19,True,0,0,7,5,3,0.0,0.0,34.98,17.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100575,US,mobile,False,15,low,25,True,1,0,9,16,1,0.0,0.0,124.98,62.489999999999995,2,0.0,0.0,12.7,31.90954773869347,medium
C100576,UK,both,True,51,medium,10,True,1,0,5,4,1,0.0,0.0,169.97,56.656666666666666,3,0.0,0.0,5.3,13.316582914572866,low
C100577,BR,web,True,25,medium,18,True,2,0,4,13,3,0.0,0.0,249.99,249.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100578,US,mobile,False,4,low,21,True,2,0,6,13,2,0.0,0.0,154.97,51.656666666666666,3,0.0,0.0,10.8,27.1356783919598,medium
C100579,US,both,False,34,medium,21,True,2,0,2,17,1,0.0,0.0,79.98,39.99,2,0.0,0.0,10.7,26.884422110552766,medium
C100580,DE,mobile,True,62,high,13,True,3,0,3,8,0,0.0,0.0,189.97,63.32333333333333,3,0.0,0.0,6.8,17.085427135678394,low
C100581,CA,mobile,True,21,medium,21,True,1,0,5,14,1,0.0,0.0,1743.97,435.9925,4,0.0,0.0,10.9,27.386934673366834,medium
C100582,US,mobile,True,42,medium,20,True,3,0,8,11,3,0.0,0.0,528.99,264.495,2,0.0,0.0,10.2,25.628140703517587,medium
C100583,AU,mobile,True,34,medium,26,True,4,0,6,18,4,0.0,0.0,349.95,69.99,5,0.0,0.0,13.5,33.91959798994975,medium
C100584,CA,web,False,14,low,14,True,3,0,3,11,0,0.0,0.0,69.98,34.99,2,0.0,0.0,7.2,18.090452261306535,low
C100585,UK,mobile,False,46,medium,13,True,1,0,3,9,2,0.0,0.0,988.97,247.2425,4,0.0,0.0,6.9,17.33668341708543,low
C100586,US,mobile,True,43,medium,17,True,4,2,3,17,0,1.0,1.0,289.96,72.49,4,0.0,1.0,26.4,66.33165829145729,high
C100587,FR,web,False,35,medium,22,True,4,1,3,20,1,1.0,1.0,207.96,51.989999999999995,4,1.0,2.0,31.9,80.15075376884423,critical
C100588,US,mobile,True,22,low,16,True,2,0,4,13,3,0.0,0.0,9.99,9.99,1,0.0,1.0,13.1,32.91457286432161,medium
C100589,MX,mobile,False,16,low,25,True,0,0,3,19,2,0.0,0.0,29.99,29.99,1,0.0,0.0,12.6,31.658291457286435,medium
C100590,US,web,False,30,medium,11,True,2,0,5,7,2,0.0,0.0,89.96000000000001,22.49,4,0.0,0.0,5.9,14.824120603015077,low
C100591,US,mobile,True,35,medium,16,True,1,0,3,11,4,0.0,0.0,379.9500000000001,75.99000000000001,5,0.0,0.0,8.5,21.35678391959799,medium
C100592,IN,web,True,26,medium,17,True,2,0,6,12,2,0.0,0.0,788.99,394.495,2,0.0,0.0,8.7,21.85929648241206,medium
C100593,BR,mobile,False,24,low,19,True,4,0,5,11,0,0.0,0.0,34.98,17.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100594,IN,web,True,39,medium,24,True,7,1,6,16,0,1.0,1.0,1088.95,181.49166666666667,6,0.0,1.0,26.1,65.57788944723619,high
C100595,US,mobile,True,46,medium,20,True,1,0,4,13,1,0.0,0.0,1613.98,537.9933333333333,3,0.0,1.0,15.3,38.44221105527638,medium
C100596,US,both,False,14,low,10,True,1,0,4,9,0,0.0,0.0,189.98,94.99,2,0.0,0.0,5.2,13.06532663316583,low
C100597,US,mobile,False,29,low,18,True,1,0,6,12,2,0.0,0.0,9.99,9.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100598,AU,web,True,20,low,15,True,2,0,3,11,1,0.0,0.0,87.97,29.323333333333338,3,0.0,0.0,7.8,19.597989949748744,low
C100599,UK,mobile,False,3,low,22,True,4,1,6,12,4,1.0,1.0,199.98,99.99,2,0.0,1.0,24.7,62.060301507537694,high
C100600,AU,web,False,25,medium,13,True,2,0,1,13,3,0.0,0.0,419.97,139.99,3,0.0,0.0,6.8,17.085427135678394,low
C100601,US,mobile,False,26,low,20,True,2,0,6,15,1,0.0,0.0,299.98,149.99,2,0.0,0.0,10.2,25.628140703517587,medium
C100602,FR,web,True,3,low,13,True,1,1,4,7,1,1.0,1.0,269.95,53.989999999999995,5,0.0,1.0,20.5,51.50753768844221,high
C100603,UK,mobile,False,30,medium,17,True,1,0,1,17,1,0.0,0.0,418.99,209.495,2,0.0,0.0,8.7,21.85929648241206,medium
C100604,FR,web,False,2,low,16,True,1,0,5,9,1,0.0,0.0,179.98000000000002,89.99000000000001,2,0.0,0.0,8.2,20.603015075376884,medium
C100605,US,both,False,19,medium,23,True,1,0,7,19,2,0.0,0.0,204.95,40.989999999999995,5,0.0,0.0,12.0,30.150753768844222,medium
C100606,US,mobile,True,53,medium,24,True,3,0,4,15,3,0.0,0.0,309.95,61.989999999999995,5,0.0,0.0,12.5,31.4070351758794,medium
C100607,US,web,True,47,medium,24,True,6,0,5,19,3,0.0,0.0,49.98,24.99,2,0.0,0.0,12.2,30.653266331658294,medium
C100608,BR,mobile,True,39,medium,21,True,4,0,8,13,2,0.0,0.0,119.98,59.989999999999995,2,0.0,0.0,10.7,26.884422110552766,medium
C100609,AU,mobile,False,18,low,15,True,3,0,3,12,2,0.0,0.0,249.99,249.99,1,0.0,0.0,7.6,19.095477386934675,low
C100610,US,mobile,False,24,low,19,True,3,0,6,10,2,0.0,0.0,379.97,126.65666666666668,3,0.0,0.0,9.8,24.62311557788945,medium
C100611,US,both,True,41,medium,16,True,3,1,4,14,1,1.0,1.0,69.98,34.99,2,0.0,1.0,21.7,54.52261306532664,high
C100612,US,web,True,54,high,20,True,2,1,3,17,3,1.0,1.0,504.94,84.15666666666667,6,0.0,1.0,24.1,60.55276381909548,high
C100613,BR,both,False,8,low,19,True,1,0,7,14,0,0.0,0.0,55.97,18.656666666666663,3,0.0,0.0,9.8,24.62311557788945,medium
C100614,ES,both,True,14,medium,16,True,4,2,7,11,1,1.0,1.0,59.970000000000006,19.99,3,0.0,1.0,25.8,64.82412060301507,high
C100615,US,mobile,True,16,medium,20,True,2,0,5,16,2,0.0,0.0,134.96,33.74,4,0.0,0.0,10.4,26.13065326633166,medium
C100616,MX,web,True,45,medium,29,True,4,0,6,19,2,0.0,0.0,1298.97,324.7425,4,0.0,0.0,14.9,37.437185929648244,medium
C100617,BR,mobile,False,29,medium,18,True,2,0,6,14,5,0.0,0.0,112.96,28.24,4,0.0,0.0,9.4,23.61809045226131,medium
C100618,MX,web,False,28,low,19,True,4,0,5,12,1,0.0,0.0,112.98,56.489999999999995,2,0.0,1.0,14.7,36.934673366834176,medium
C100619,CA,mobile,True,47,medium,16,True,2,0,5,10,1,0.0,0.0,159.98000000000002,79.99000000000001,2,0.0,0.0,8.2,20.603015075376884,medium
C100620,DE,both,True,30,medium,14,True,1,0,5,8,6,0.0,0.0,189.98,94.99,2,0.0,0.0,7.2,18.090452261306535,low
C100621,US,web,True,32,medium,18,True,2,1,4,13,4,1.0,1.0,1658.96,331.79200000000003,5,1.0,2.0,30.0,75.37688442211056,critical
C100622,US,web,False,13,low,18,True,5,0,2,16,2,0.0,0.0,25.98,12.99,2,0.0,1.0,14.2,35.678391959799,medium
C100623,US,mobile,False,29,low,22,True,3,0,8,15,2,0.0,0.0,249.99,249.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100624,US,web,True,32,medium,16,True,1,0,2,20,1,0.0,0.0,142.96,35.74,4,0.0,1.0,13.4,33.66834170854272,medium
C100625,UK,mobile,False,11,low,22,True,0,0,10,12,1,0.0,0.0,189.98,94.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100626,MX,web,False,14,low,16,True,2,0,5,13,2,0.0,0.0,104.98,52.489999999999995,2,0.0,0.0,8.2,20.603015075376884,medium
C100627,US,web,True,38,medium,17,True,1,1,3,14,1,0.0,0.0,187.97,62.656666666666666,3,0.0,1.0,17.8,44.72361809045226,high
C100628,CA,both,True,26,medium,18,True,2,0,3,15,4,0.0,0.0,988.97,247.2425,4,0.0,0.0,9.4,23.61809045226131,medium
C100629,US,both,False,16,low,10,True,0,0,3,8,2,0.0,0.0,252.95,50.59,5,0.0,0.0,5.5,13.819095477386936,low
C100630,US,web,True,51,medium,27,True,2,0,7,18,5,0.0,0.0,114.97,38.32333333333333,3,0.0,0.0,13.8,34.67336683417086,medium
C100631,CA,web,True,15,low,18,True,0,0,4,13,1,0.0,0.0,134.95999999999998,33.739999999999995,4,0.0,0.0,9.4,23.61809045226131,medium
C100632,US,web,True,20,medium,17,True,3,0,3,12,2,0.0,0.0,464.95,92.99,5,0.0,1.0,14.0,35.175879396984925,medium
C100633,US,both,True,8,medium,16,True,2,0,6,11,3,0.0,0.0,49.98,24.99,2,0.0,0.0,8.2,20.603015075376884,medium
C100634,ES,web,False,9,low,22,True,3,0,7,12,3,0.0,0.0,99.99,99.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100635,DE,mobile,True,5,low,14,True,0,0,6,8,0,0.0,0.0,22.98,11.49,2,0.0,0.0,7.2,18.090452261306535,low
C100636,US,web,True,28,low,27,True,5,0,6,16,2,0.0,0.0,19.98,9.99,2,0.0,0.0,13.7,34.42211055276382,medium
C100637,US,web,True,38,medium,19,True,2,0,4,21,2,0.0,0.0,322.94000000000005,53.823333333333345,6,0.0,0.0,10.1,25.376884422110553,medium
C100638,IN,mobile,False,11,low,14,True,4,1,5,8,0,1.0,1.0,104.96,26.24,4,0.0,1.0,20.9,52.51256281407036,high
C100639,CA,both,True,57,high,18,True,2,1,4,15,1,1.0,1.0,239.97000000000003,79.99000000000001,3,0.0,1.0,22.8,57.286432160804026,high
C100640,BR,web,True,20,medium,13,True,1,1,3,7,2,1.0,1.0,648.99,324.495,2,0.0,1.0,20.2,50.753768844221106,high
C100641,US,mobile,True,28,medium,18,True,2,0,5,13,2,0.0,0.0,474.95,94.99,5,0.0,0.0,9.5,23.869346733668344,medium
C100642,DE,web,True,56,medium,19,True,0,0,1,17,6,0.0,0.0,122.95,24.59,5,0.0,0.0,10.0,25.12562814070352,medium
C100643,US,mobile,False,33,medium,25,True,5,0,3,17,4,0.0,0.0,29.979999999999997,14.989999999999998,2,0.0,0.0,12.7,31.90954773869347,medium
C100644,UK,mobile,False,23,low,19,True,2,0,5,15,2,0.0,0.0,29.979999999999997,14.989999999999998,2,0.0,0.0,9.7,24.371859296482413,medium
C100645,US,mobile,True,59,medium,11,True,2,0,2,9,1,0.0,0.0,244.95,48.989999999999995,5,0.0,0.0,6.0,15.075376884422111,low
C100646,MX,web,False,25,low,20,True,2,0,5,14,4,0.0,0.0,49.99,49.99,1,0.0,0.0,10.1,25.376884422110553,medium
C100647,FR,both,True,20,medium,21,True,2,0,2,19,2,0.0,0.0,219.95,43.99,5,0.0,0.0,11.0,27.638190954773872,medium
C100648,IN,both,False,24,medium,22,True,7,0,3,21,0,0.0,0.0,219.98,109.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100649,ES,mobile,False,21,low,18,True,3,1,3,15,4,0.0,0.0,52.98,26.49,2,0.0,0.0,13.2,33.165829145728644,medium
C100650,UK,mobile,True,23,medium,25,True,3,0,8,14,5,0.0,0.0,259.95,51.989999999999995,5,0.0,0.0,13.0,32.663316582914575,medium
C100651,FR,mobile,False,14,low,13,True,0,0,7,7,1,0.0,0.0,69.97,23.323333333333338,3,0.0,0.0,6.8,17.085427135678394,low
C100652,US,mobile,True,25,medium,19,True,4,0,5,13,2,0.0,0.0,64.98,32.49,2,0.0,0.0,9.7,24.371859296482413,medium
C100653,MX,mobile,False,5,low,16,True,4,0,2,13,1,0.0,0.0,129.97,43.32333333333333,3,0.0,0.0,8.3,20.854271356783922,medium
C100654,US,mobile,True,9,medium,18,True,4,1,3,13,3,1.0,1.0,1392.97,278.594,5,2.0,3.0,37.0,92.96482412060303,critical
C100655,US,both,False,22,medium,23,True,1,0,2,15,3,0.0,0.0,926.95,154.49166666666667,6,0.0,0.0,12.1,30.40201005025126,medium
C100656,DE,mobile,False,21,low,26,True,3,0,6,20,2,0.0,0.0,79.98,39.99,2,0.0,0.0,13.2,33.165829145728644,medium
C100657,IN,mobile,False,28,low,18,True,0,0,3,14,2,0.0,0.0,54.98,27.49,2,0.0,0.0,9.2,23.115577889447234,medium
C100658,US,mobile,False,36,medium,14,True,2,0,4,7,4,0.0,0.0,242.96,60.739999999999995,4,0.0,0.0,7.4,18.592964824120603,low
C100659,US,web,True,17,medium,15,True,3,0,1,15,1,0.0,0.0,39.98,19.99,2,0.0,0.0,7.7,19.34673366834171,low
C100660,DE,mobile,True,4,low,27,True,2,0,9,20,1,0.0,0.0,189.98,94.99,2,0.0,0.0,13.7,34.42211055276382,medium
C100661,MX,mobile,True,39,medium,13,True,0,0,2,8,1,0.0,0.0,209.98,104.99,2,0.0,0.0,6.7,16.83417085427136,low
C100662,IN,both,False,23,medium,16,True,2,0,4,13,1,0.0,0.0,24.99,24.99,1,0.0,0.0,8.1,20.35175879396985,medium
C100663,DE,mobile,False,33,medium,29,True,4,0,3,26,6,0.0,0.0,139.98000000000002,69.99000000000001,2,0.0,0.0,14.7,36.934673366834176,medium
C100664,CA,both,True,46,high,22,True,3,0,2,19,1,0.0,0.0,1241.97,310.4925,4,0.0,0.0,11.4,28.643216080402013,medium
C100665,IN,web,False,22,low,21,True,1,0,3,16,3,0.0,0.0,408.99,204.495,2,0.0,0.0,10.7,26.884422110552766,medium
C100666,US,mobile,True,65,medium,17,True,2,0,6,13,5,0.0,0.0,269.98,134.99,2,0.0,0.0,8.7,21.85929648241206,medium
C100667,IN,mobile,True,20,medium,19,True,4,0,5,16,1,0.0,0.0,159.97,53.32333333333333,3,0.0,0.0,9.8,24.62311557788945,medium
C100668,DE,both,False,22,low,26,True,3,0,9,19,3,0.0,0.0,99.99,99.99,1,0.0,0.0,13.1,32.91457286432161,medium
C100669,CA,web,False,10,low,16,True,2,0,5,13,1,0.0,0.0,74.98,37.49,2,0.0,0.0,8.2,20.603015075376884,medium
C100670,US,mobile,False,3,low,21,True,3,0,7,15,5,0.0,0.0,124.96,31.24,4,0.0,0.0,10.9,27.386934673366834,medium
C100671,ES,both,False,5,low,16,True,0,0,5,11,1,0.0,0.0,64.98,32.49,2,0.0,0.0,8.2,20.603015075376884,medium
C100672,US,both,True,67,high,18,True,1,1,1,14,3,1.0,1.0,134.97,44.99,3,0.0,1.0,22.8,57.286432160804026,high
C100673,ES,mobile,False,8,low,19,True,1,0,12,8,1,0.0,0.0,329.98,164.99,2,0.0,0.0,9.7,24.371859296482413,medium
C100674,US,mobile,False,24,low,16,True,2,0,3,13,2,0.0,0.0,49.99,49.99,1,0.0,0.0,8.1,20.35175879396985,medium
C100675,UK,web,False,9,low,23,True,3,0,6,20,4,0.0,0.0,19.99,19.99,1,0.0,0.0,11.6,29.14572864321608,medium
C100676,US,mobile,False,4,low,23,True,2,0,5,16,2,0.0,0.0,858.98,286.32666666666665,3,0.0,0.0,11.8,29.648241206030153,medium
C100677,AU,both,True,37,medium,17,True,0,0,4,10,2,0.0,0.0,369.96,92.49,4,0.0,0.0,8.9,22.36180904522613,medium
C100678,UK,mobile,True,11,medium,18,True,3,0,5,17,1,0.0,0.0,232.96,58.24,4,0.0,0.0,9.4,23.61809045226131,medium
C100679,ES,web,True,42,medium,21,True,5,0,4,12,1,0.0,0.0,249.97000000000003,83.32333333333334,3,0.0,0.0,10.8,27.1356783919598,medium
C100680,IN,both,True,32,medium,15,True,1,0,2,15,2,0.0,0.0,19.99,19.99,1,0.0,0.0,7.6,19.095477386934675,low
C100681,AU,both,True,33,medium,22,True,1,0,6,14,1,0.0,0.0,1408.97,352.2425,4,0.0,0.0,11.4,28.643216080402013,medium
C100682,CA,both,True,15,medium,22,True,4,0,10,14,1,0.0,0.0,9.99,9.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100683,US,both,False,1,low,30,True,6,0,7,23,3,0.0,0.0,64.97,21.656666666666663,3,0.0,0.0,15.3,38.44221105527638,medium
C100684,US,both,True,31,medium,18,True,0,0,4,13,3,0.0,0.0,152.97,50.99,3,0.0,0.0,9.3,23.366834170854275,medium
C100685,US,web,True,20,medium,19,True,2,1,4,14,2,1.0,1.0,219.97000000000003,73.32333333333334,3,0.0,1.0,23.3,58.5427135678392,high
C100686,IN,mobile,False,7,low,22,True,1,0,6,15,4,0.0,0.0,219.98,109.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100687,IN,mobile,False,8,low,15,True,1,0,2,12,1,0.0,0.0,9.99,9.99,1,0.0,0.0,7.6,19.095477386934675,low
C100688,ES,mobile,True,47,medium,17,True,2,0,7,11,1,0.0,0.0,292.96000000000004,73.24000000000001,4,0.0,0.0,8.9,22.36180904522613,medium
C100689,US,mobile,True,49,medium,20,True,4,1,2,16,4,0.0,0.0,132.97,44.32333333333333,3,0.0,0.0,14.3,35.92964824120603,medium
C100690,US,both,True,26,medium,21,True,4,0,1,18,1,0.0,0.0,82.97,27.656666666666663,3,0.0,0.0,10.8,27.1356783919598,medium
C100691,US,mobile,False,4,low,14,True,1,0,4,9,3,0.0,0.0,114.98,57.489999999999995,2,0.0,0.0,7.2,18.090452261306535,low
C100692,US,web,True,9,low,22,True,2,0,7,15,1,0.0,0.0,29.99,29.99,1,0.0,0.0,11.1,27.889447236180906,medium
C100693,US,web,True,5,low,26,True,2,0,9,20,4,0.0,0.0,9.99,9.99,1,0.0,0.0,13.1,32.91457286432161,medium
C100694,IN,both,True,51,high,18,True,3,0,1,12,7,0.0,0.0,210.94,35.156666666666666,6,0.0,0.0,9.6,24.12060301507538,medium
C100695,US,both,True,32,medium,20,True,3,1,5,16,4,1.0,1.0,1028.97,257.2425,4,1.0,2.0,30.9,77.63819095477388,critical
C100696,UK,mobile,False,13,low,25,True,3,0,6,11,6,0.0,0.0,109.98,54.989999999999995,2,0.0,0.0,12.7,31.90954773869347,medium
C100697,US,mobile,True,23,medium,15,True,4,0,3,10,3,0.0,0.0,109.96,27.49,4,0.0,1.0,12.9,32.41206030150754,medium
C100698,US,web,True,43,medium,21,True,2,0,4,13,3,0.0,0.0,414.96,103.74,4,0.0,0.0,10.9,27.386934673366834,medium
C100699,UK,web,True,18,low,24,True,2,0,5,18,3,0.0,0.0,59.98,29.99,2,0.0,0.0,12.2,30.653266331658294,medium
C100700,IN,both,True,11,medium,27,True,3,0,4,20,5,0.0,0.0,94.97,31.656666666666663,3,0.0,0.0,13.8,34.67336683417086,medium
C100701,US,both,True,33,medium,16,True,3,0,3,13,0,0.0,0.0,402.96,100.74,4,0.0,0.0,8.4,21.105527638190956,medium
C100702,US,mobile,True,5,low,20,True,3,0,6,13,0,0.0,0.0,239.97000000000003,79.99000000000001,3,0.0,0.0,10.3,25.879396984924625,medium
C100703,IN,web,False,17,low,20,True,2,0,5,14,4,0.0,0.0,49.99,49.99,1,0.0,0.0,10.1,25.376884422110553,medium
C100704,IN,mobile,True,9,low,12,True,1,0,4,7,1,0.0,0.0,69.97,23.323333333333338,3,0.0,0.0,6.3,15.829145728643217,low
C100705,UK,mobile,True,21,medium,31,True,6,1,4,27,2,0.0,0.0,112.96,28.24,4,0.0,0.0,19.9,50.0,high
C100706,DE,web,False,3,low,20,True,1,0,3,17,3,0.0,0.0,44.98,22.49,2,0.0,0.0,10.2,25.628140703517587,medium
C100707,DE,both,True,61,high,15,True,1,0,1,15,0,0.0,0.0,49.98,24.99,2,0.0,0.0,7.7,19.34673366834171,low
C100708,UK,web,False,13,low,22,True,7,1,5,16,2,1.0,1.0,99.98,49.989999999999995,2,0.0,1.0,24.7,62.060301507537694,high
C100709,ES,mobile,True,15,medium,13,True,4,0,3,11,2,0.0,0.0,309.97,103.32333333333334,3,0.0,1.0,11.8,29.648241206030153,medium
C100710,US,mobile,True,35,medium,19,True,0,0,3,14,1,0.0,0.0,2410.99,803.6633333333333,3,0.0,0.0,9.8,24.62311557788945,medium
C100711,MX,mobile,True,31,medium,15,True,3,0,2,11,4,0.0,0.0,74.96,18.74,4,0.0,0.0,7.9,19.84924623115578,low
C100712,US,web,False,23,low,26,True,4,0,7,20,3,0.0,0.0,19.99,19.99,1,0.0,0.0,13.1,32.91457286432161,medium
C100713,CA,both,False,24,medium,14,True,1,0,4,8,2,0.0,0.0,325.95000000000005,65.19000000000001,5,0.0,0.0,7.5,18.84422110552764,low
C100714,UK,mobile,False,15,low,19,True,3,0,5,12,2,0.0,0.0,199.98,99.99,2,0.0,0.0,9.7,24.371859296482413,medium
C100715,US,mobile,False,14,low,24,True,1,0,9,11,3,0.0,0.0,362.96,90.74,4,0.0,0.0,12.4,31.155778894472363,medium
C100716,IN,both,False,9,low,23,True,2,0,6,10,2,0.0,0.0,49.99,49.99,1,0.0,0.0,11.6,29.14572864321608,medium
C100717,DE,web,True,24,medium,28,True,2,0,3,19,1,0.0,0.0,404.94000000000005,67.49000000000001,6,0.0,0.0,14.6,36.68341708542714,medium
C100718,US,mobile,False,22,low,19,True,2,0,8,13,2,0.0,0.0,37.98,18.99,2,0.0,0.0,9.7,24.371859296482413,medium
C100719,US,mobile,True,47,medium,17,True,4,0,3,14,4,0.0,0.0,199.98,99.99,2,0.0,0.0,8.7,21.85929648241206,medium
C100720,FR,web,True,9,low,16,True,0,0,6,9,2,0.0,0.0,29.979999999999997,14.989999999999998,2,0.0,0.0,8.2,20.603015075376884,medium
C100721,IN,both,False,15,medium,18,True,3,0,3,13,2,0.0,0.0,84.97,28.323333333333338,3,0.0,1.0,14.3,35.92964824120603,medium
C100722,US,mobile,False,36,medium,8,True,3,0,2,6,0,0.0,0.0,149.97,49.99,3,0.0,0.0,4.3,10.804020100502512,low
C100723,AU,both,True,40,medium,14,True,3,0,4,12,2,0.0,0.0,364.94,60.82333333333333,6,0.0,0.0,7.6,19.095477386934675,low
C100724,US,mobile,True,17,medium,20,True,5,1,6,15,3,1.0,1.0,741.98,247.32666666666668,3,1.0,2.0,30.8,77.38693467336684,critical
C100725,IN,mobile,True,35,medium,9,True,1,0,3,12,0,0.0,0.0,59.98,29.99,2,0.0,0.0,4.7,11.809045226130655,low
C100726,ES,web,False,25,medium,27,True,3,0,6,14,3,0.0,0.0,184.97,61.656666666666666,3,0.0,0.0,13.8,34.67336683417086,medium
C100727,MX,web,True,31,medium,16,True,2,0,4,12,3,0.0,0.0,202.97000000000003,67.65666666666668,3,0.0,0.0,8.3,20.854271356783922,medium
C100728,US,mobile,True,49,high,23,True,5,1,1,19,3,1.0,1.0,554.96,138.74,4,1.0,2.0,32.4,81.4070351758794,critical
C100729,US,mobile,True,6,low,22,True,1,0,9,8,3,0.0,0.0,99.98,49.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100730,US,web,True,56,medium,16,True,0,0,5,8,2,0.0,0.0,169.98000000000002,84.99000000000001,2,0.0,0.0,8.2,20.603015075376884,medium
C100731,US,both,True,50,high,16,True,1,0,2,14,1,0.0,0.0,227.95,45.59,5,0.0,0.0,8.5,21.35678391959799,medium
C100732,IN,mobile,False,37,medium,30,True,8,1,5,22,1,1.0,1.0,1093.96,218.792,5,0.0,1.0,29.0,72.8643216080402,critical
C100733,US,mobile,False,5,low,16,True,2,0,6,13,1,0.0,0.0,202.97000000000003,67.65666666666668,3,0.0,0.0,8.3,20.854271356783922,medium
C100734,US,both,False,14,low,13,True,1,0,3,7,3,0.0,0.0,59.98,29.99,2,0.0,0.0,6.7,16.83417085427136,low
C100735,US,web,True,15,low,18,True,2,0,9,10,0,0.0,0.0,52.98,26.49,2,0.0,0.0,9.2,23.115577889447234,medium
C100736,UK,web,False,11,low,21,True,3,1,4,15,2,1.0,1.0,124.95,24.99,5,0.0,1.0,24.5,61.557788944723626,high
C100737,US,both,True,9,low,27,True,1,0,3,23,4,0.0,0.0,39.99,39.99,1,0.0,1.0,18.6,46.73366834170855,high
C100738,US,both,False,17,medium,16,True,3,0,4,11,1,0.0,0.0,99.98,49.989999999999995,2,0.0,0.0,8.2,20.603015075376884,medium
C100739,CA,mobile,True,19,medium,18,True,3,1,5,11,3,1.0,1.0,1427.97,285.594,5,2.0,3.0,37.0,92.96482412060303,critical
C100740,DE,web,False,35,medium,33,True,3,0,4,29,5,0.0,0.0,39.98,19.99,2,0.0,0.0,16.7,41.959798994974875,high
C100741,IN,mobile,True,6,medium,18,True,2,0,2,17,3,0.0,0.0,1683.95,280.65833333333336,6,0.0,0.0,9.6,24.12060301507538,medium
C100742,MX,web,False,7,low,26,True,1,0,10,15,0,0.0,0.0,99.99,99.99,1,0.0,0.0,13.1,32.91457286432161,medium
C100743,IN,web,False,25,low,19,True,1,0,1,13,3,0.0,0.0,49.99,49.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100744,MX,mobile,True,27,medium,26,True,5,0,5,19,5,0.0,0.0,179.97,59.99,3,0.0,0.0,13.3,33.41708542713568,medium
C100745,MX,mobile,False,6,low,18,True,0,0,8,8,0,0.0,0.0,79.98,39.99,2,0.0,0.0,9.2,23.115577889447234,medium
C100746,AU,web,False,5,low,18,True,3,0,3,13,1,0.0,0.0,54.97,18.323333333333338,3,0.0,0.0,9.3,23.366834170854275,medium
C100747,UK,mobile,True,34,medium,21,True,1,0,5,13,3,0.0,0.0,713.95,118.99166666666667,6,0.0,0.0,11.1,27.889447236180906,medium
C100748,CA,web,False,18,low,19,True,3,0,7,10,1,0.0,0.0,9.99,9.99,1,0.0,1.0,14.6,36.68341708542714,medium
C100749,IN,web,False,18,low,19,True,3,0,4,13,1,0.0,0.0,9.99,9.99,1,0.0,0.0,9.6,24.12060301507538,medium
C100750,DE,mobile,True,43,medium,24,True,3,0,6,20,4,0.0,0.0,189.97000000000003,63.323333333333345,3,0.0,0.0,12.3,30.90452261306533,medium
C100751,DE,mobile,False,31,medium,9,True,3,0,2,7,1,0.0,0.0,439.97,146.65666666666667,3,0.0,0.0,4.8,12.06030150753769,low
C100752,US,both,True,37,medium,16,True,2,0,3,12,0,0.0,0.0,359.97,119.99,3,0.0,0.0,8.3,20.854271356783922,medium
C100753,IN,both,False,16,low,17,True,4,0,2,13,1,0.0,0.0,773.98,257.99333333333334,3,0.0,1.0,13.8,34.67336683417086,medium
C100754,US,both,False,8,low,14,True,3,0,5,12,1,0.0,0.0,104.96,26.24,4,0.0,0.0,7.4,18.592964824120603,low
C100755,US,both,True,44,high,18,True,4,0,0,17,2,0.0,0.0,69.98,34.99,2,0.0,0.0,9.2,23.115577889447234,medium
